Visitor/Neutral,Home/Neutral
Golden State Warriors,Portland Trail Blazers
Philadelphia 76ers,San Antonio Spurs
Boston Celtics,Charlotte Hornets
Denver Nuggets,Chicago Bulls
Sacramento Kings,Houston Rockets
Miami Heat,Indiana Pacers
New Orleans Pelicans,Los Angeles Clippers
Utah Jazz,Brooklyn Nets
Milwaukee Bucks,New York Knicks
Orlando Magic,Toronto Raptors
Detroit Pistons,Washington Wizards
Houston Rockets,Dallas Mavericks
Los Angeles Lakers,Golden State Warriors
Minnesota Timberwolves,Memphis Grizzlies
Atlanta Hawks,Milwaukee Bucks
Cleveland Cavaliers,Philadelphia 76ers
San Antonio Spurs,Phoenix Suns
Oklahoma City Thunder,Portland Trail Blazers
Chicago Bulls,Atlanta Hawks
Utah Jazz,Boston Celtics
Minnesota Timberwolves,Charlotte Hornets
Detroit Pistons,Cleveland Cavaliers
New Orleans Pelicans,Golden State Warriors
Phoenix Suns,Los Angeles Clippers
Indiana Pacers,Brooklyn Nets
Orlando Magic,New York Knicks
San Antonio Spurs,Sacramento Kings
Denver Nuggets,Toronto Raptors
Washington Wizards,Indiana Pacers
Oklahoma City Thunder,Los Angeles Lakers
Dallas Mavericks,Miami Heat
New Orleans Pelicans,Portland Trail Blazers
New York Knicks,Atlanta Hawks
Denver Nuggets,Charlotte Hornets
Detroit Pistons,Chicago Bulls
Milwaukee Bucks,Cleveland Cavaliers
Brooklyn Nets,Golden State Warriors
Memphis Grizzlies,Houston Rockets
Portland Trail Blazers,Los Angeles Clippers
Boston Celtics,Minnesota Timberwolves
Dallas Mavericks,Orlando Magic
Miami Heat,Toronto Raptors
Sacramento Kings,Utah Jazz
Philadelphia 76ers,Washington Wizards
Charlotte Hornets,Detroit Pistons
Utah Jazz,Los Angeles Clippers
New Orleans Pelicans,Los Angeles Lakers
Memphis Grizzlies,Milwaukee Bucks
Cleveland Cavaliers,New York Knicks
Atlanta Hawks,Philadelphia 76ers
Brooklyn Nets,Sacramento Kings
Indiana Pacers,San Antonio Spurs
Miami Heat,Boston Celtics
Indiana Pacers,Houston Rockets
Golden State Warriors,Los Angeles Lakers
Chicago Bulls,Oklahoma City Thunder
Denver Nuggets,Orlando Magic
New Orleans Pelicans,Phoenix Suns
Minnesota Timberwolves,Portland Trail Blazers
Washington Wizards,Toronto Raptors
Houston Rockets,Chicago Bulls
Los Angeles Clippers,Dallas Mavericks
Memphis Grizzlies,Oklahoma City Thunder
Utah Jazz,Portland Trail Blazers
Minnesota Timberwolves,Sacramento Kings
Milwaukee Bucks,Washington Wizards
San Antonio Spurs,Cleveland Cavaliers
Orlando Magic,Detroit Pistons
New York Knicks,Indiana Pacers
Brooklyn Nets,Los Angeles Lakers
Golden State Warriors,Memphis Grizzlies
Philadelphia 76ers,Miami Heat
Phoenix Suns,Sacramento Kings
Charlotte Hornets,Toronto Raptors
Charlotte Hornets,Atlanta Hawks
San Antonio Spurs,Boston Celtics
Memphis Grizzlies,Dallas Mavericks
Los Angeles Lakers,Los Angeles Clippers
Oklahoma City Thunder,Miami Heat
Cleveland Cavaliers,Milwaukee Bucks
Golden State Warriors,Minnesota Timberwolves
Denver Nuggets,New Orleans Pelicans
Toronto Raptors,Philadelphia 76ers
Brooklyn Nets,Portland Trail Blazers
Phoenix Suns,Utah Jazz
Indiana Pacers,Washington Wizards
Boston Celtics,Chicago Bulls
Washington Wizards,Detroit Pistons
New York Knicks,Orlando Magic
Los Angeles Clippers,Sacramento Kings
Detroit Pistons,Atlanta Hawks
Portland Trail Blazers,Dallas Mavericks
Phoenix Suns,Denver Nuggets
Oklahoma City Thunder,Indiana Pacers
Houston Rockets,Los Angeles Lakers
Memphis Grizzlies,Miami Heat
Charlotte Hornets,Milwaukee Bucks
Washington Wizards,Brooklyn Nets
New Orleans Pelicans,San Antonio Spurs
Cleveland Cavaliers,Toronto Raptors
Golden State Warriors,Utah Jazz
Atlanta Hawks,Charlotte Hornets
Denver Nuggets,Golden State Warriors
Boston Celtics,Indiana Pacers
Sacramento Kings,Los Angeles Clippers
Dallas Mavericks,Memphis Grizzlies
Portland Trail Blazers,Milwaukee Bucks
Minnesota Timberwolves,New Orleans Pelicans
Orlando Magic,Philadelphia 76ers
Los Angeles Lakers,Phoenix Suns
Philadelphia 76ers,Boston Celtics
Detroit Pistons,Miami Heat
Cleveland Cavaliers,Brooklyn Nets
Chicago Bulls,New York Knicks
Toronto Raptors,Oklahoma City Thunder
Houston Rockets,Sacramento Kings
Utah Jazz,San Antonio Spurs
Washington Wizards,Charlotte Hornets
Golden State Warriors,Denver Nuggets
Toronto Raptors,Indiana Pacers
Los Angeles Clippers,Memphis Grizzlies
Oklahoma City Thunder,Milwaukee Bucks
Phoenix Suns,Minnesota Timberwolves
Los Angeles Lakers,New Orleans Pelicans
Detroit Pistons,Orlando Magic
Houston Rockets,Portland Trail Blazers
San Antonio Spurs,Utah Jazz
New York Knicks,Chicago Bulls
Charlotte Hornets,Cleveland Cavaliers
Sacramento Kings,Dallas Mavericks
Boston Celtics,Miami Heat
Philadelphia 76ers,Brooklyn Nets
Orlando Magic,Washington Wizards
Atlanta Hawks,Boston Celtics
Indiana Pacers,Cleveland Cavaliers
Minnesota Timberwolves,Denver Nuggets
Utah Jazz,Houston Rockets
Phoenix Suns,Memphis Grizzlies
New York Knicks,Milwaukee Bucks
Sacramento Kings,New Orleans Pelicans
Los Angeles Clippers,Oklahoma City Thunder
Golden State Warriors,Portland Trail Blazers
Los Angeles Lakers,San Antonio Spurs
Philadelphia 76ers,Toronto Raptors
Detroit Pistons,Charlotte Hornets
Miami Heat,Chicago Bulls
Dallas Mavericks,Golden State Warriors
Los Angeles Clippers,Minnesota Timberwolves
Memphis Grizzlies,San Antonio Spurs
Milwaukee Bucks,Detroit Pistons
Phoenix Suns,Houston Rockets
Cleveland Cavaliers,Indiana Pacers
Denver Nuggets,Los Angeles Lakers
Charlotte Hornets,Miami Heat
Utah Jazz,New Orleans Pelicans
Washington Wizards,New York Knicks
Sacramento Kings,Oklahoma City Thunder
Atlanta Hawks,Orlando Magic
Brooklyn Nets,Philadelphia 76ers
Dallas Mavericks,Portland Trail Blazers
Boston Celtics,Toronto Raptors
Golden State Warriors,Los Angeles Clippers
Utah Jazz,Memphis Grizzlies
Indiana Pacers,Milwaukee Bucks
Oklahoma City Thunder,Minnesota Timberwolves
Boston Celtics,Brooklyn Nets
Phoenix Suns,San Antonio Spurs
Cleveland Cavaliers,Washington Wizards
Toronto Raptors,Atlanta Hawks
Boston Celtics,Charlotte Hornets
Orlando Magic,Cleveland Cavaliers
Houston Rockets,Denver Nuggets
Chicago Bulls,Detroit Pistons
Dallas Mavericks,Los Angeles Lakers
Memphis Grizzlies,New Orleans Pelicans
Miami Heat,New York Knicks
Portland Trail Blazers,Sacramento Kings
New Orleans Pelicans,Charlotte Hornets
Washington Wizards,Chicago Bulls
San Antonio Spurs,Golden State Warriors
Denver Nuggets,Houston Rockets
Minnesota Timberwolves,Indiana Pacers
Oklahoma City Thunder,Los Angeles Clippers
Miami Heat,Brooklyn Nets
Philadelphia 76ers,Orlando Magic
Portland Trail Blazers,Phoenix Suns
Atlanta Hawks,Toronto Raptors
Dallas Mavericks,Utah Jazz
Cleveland Cavaliers,Detroit Pistons
San Antonio Spurs,Los Angeles Lakers
Memphis Grizzlies,Minnesota Timberwolves
Boston Celtics,New York Knicks
Indiana Pacers,Philadelphia 76ers
Detroit Pistons,Atlanta Hawks
Orlando Magic,Boston Celtics
Chicago Bulls,Charlotte Hornets
Philadelphia 76ers,Cleveland Cavaliers
Houston Rockets,Dallas Mavericks
Los Angeles Clippers,Denver Nuggets
Los Angeles Lakers,Golden State Warriors
New Orleans Pelicans,Memphis Grizzlies
Toronto Raptors,Miami Heat
New York Knicks,Brooklyn Nets
Oklahoma City Thunder,Phoenix Suns
Utah Jazz,Portland Trail Blazers
San Antonio Spurs,Sacramento Kings
Milwaukee Bucks,Washington Wizards
Minnesota Timberwolves,Detroit Pistons
Milwaukee Bucks,Indiana Pacers
Chicago Bulls,Miami Heat
Houston Rockets,New Orleans Pelicans
Los Angeles Clippers,Phoenix Suns
Boston Celtics,Atlanta Hawks
Memphis Grizzlies,Charlotte Hornets
New York Knicks,Cleveland Cavaliers
Golden State Warriors,Dallas Mavericks
Oklahoma City Thunder,Sacramento Kings
Los Angeles Lakers,San Antonio Spurs
Dallas Mavericks,Chicago Bulls
Golden State Warriors,Houston Rockets
Philadelphia 76ers,Indiana Pacers
Portland Trail Blazers,Memphis Grizzlies
Washington Wizards,Miami Heat
Brooklyn Nets,Milwaukee Bucks
Denver Nuggets,Phoenix Suns
Orlando Magic,Utah Jazz
New York Knicks,Atlanta Hawks
Sacramento Kings,Charlotte Hornets
Orlando Magic,Denver Nuggets
Toronto Raptors,Detroit Pistons
New Orleans Pelicans,Los Angeles Clippers
Oklahoma City Thunder,Los Angeles Lakers
Houston Rockets,Miami Heat
Golden State Warriors,Minnesota Timberwolves
Cleveland Cavaliers,San Antonio Spurs
Detroit Pistons,Indiana Pacers
Cleveland Cavaliers,Memphis Grizzlies
Toronto Raptors,Milwaukee Bucks
Philadelphia 76ers,Brooklyn Nets
Portland Trail Blazers,San Antonio Spurs
Charlotte Hornets,Washington Wizards
Los Angeles Clippers,Atlanta Hawks
Miami Heat,Boston Celtics
New Orleans Pelicans,Golden State Warriors
Sacramento Kings,Oklahoma City Thunder
Phoenix Suns,Utah Jazz
Washington Wizards,Cleveland Cavaliers
Chicago Bulls,Indiana Pacers
Philadelphia 76ers,Milwaukee Bucks
Los Angeles Clippers,New York Knicks
Denver Nuggets,Oklahoma City Thunder
Charlotte Hornets,Orlando Magic
San Antonio Spurs,Phoenix Suns
Dallas Mavericks,Atlanta Hawks
Milwaukee Bucks,Boston Celtics
New York Knicks,Charlotte Hornets
Cleveland Cavaliers,Chicago Bulls
Philadelphia 76ers,Detroit Pistons
San Antonio Spurs,Golden State Warriors
New Orleans Pelicans,Houston Rockets
Orlando Magic,Memphis Grizzlies
Denver Nuggets,Minnesota Timberwolves
Los Angeles Lakers,Sacramento Kings
Brooklyn Nets,Toronto Raptors
Portland Trail Blazers,Utah Jazz
Miami Heat,Washington Wizards
Philadelphia 76ers,Chicago Bulls
Orlando Magic,Indiana Pacers
New York Knicks,Miami Heat
Dallas Mavericks,Oklahoma City Thunder
Boston Celtics,Atlanta Hawks
Denver Nuggets,Los Angeles Lakers
Los Angeles Clippers,Memphis Grizzlies
Utah Jazz,San Antonio Spurs
Orlando Magic,Indiana Pacers
New York Knicks,Miami Heat
Dallas Mavericks,Oklahoma City Thunder
Boston Celtics,Atlanta Hawks
Philadelphia 76ers,Chicago Bulls
Denver Nuggets,Los Angeles Lakers
Los Angeles Clippers,Memphis Grizzlies
Indiana Pacers,Orlando Magic
Utah Jazz,San Antonio Spurs
Oklahoma City Thunder,Dallas Mavericks
Miami Heat,New York Knicks
Atlanta Hawks,Boston Celtics
Los Angeles Lakers,Denver Nuggets
Chicago Bulls,Philadelphia 76ers
Oklahoma City Thunder,Dallas Mavericks
Memphis Grizzlies,Los Angeles Clippers
Indiana Pacers,Orlando Magic
San Antonio Spurs,Utah Jazz
Atlanta Hawks,Boston Celtics
Los Angeles Lakers,Denver Nuggets
Miami Heat,New York Knicks
Chicago Bulls,Philadelphia 76ers
Memphis Grizzlies,Los Angeles Clippers
San Antonio Spurs,Utah Jazz
Boston Celtics,Atlanta Hawks
Philadelphia 76ers,Chicago Bulls
Orlando Magic,Indiana Pacers
Denver Nuggets,Los Angeles Lakers
Los Angeles Clippers,Memphis Grizzlies
New York Knicks,Miami Heat
Atlanta Hawks,Boston Celtics
Los Angeles Lakers,Denver Nuggets
Chicago Bulls,Philadelphia 76ers
Memphis Grizzlies,Los Angeles Clippers
Philadelphia 76ers,Boston Celtics
Denver Nuggets,Los Angeles Lakers
Los Angeles Clippers,Memphis Grizzlies
Indiana Pacers,Miami Heat
Philadelphia 76ers,Boston Celtics
Los Angeles Lakers,Oklahoma City Thunder
Indiana Pacers,Miami Heat
Los Angeles Clippers,San Antonio Spurs
Los Angeles Lakers,Oklahoma City Thunder
Boston Celtics,Philadelphia 76ers
Miami Heat,Indiana Pacers
Los Angeles Clippers,San Antonio Spurs
Oklahoma City Thunder,Los Angeles Lakers
Boston Celtics,Philadelphia 76ers
San Antonio Spurs,Los Angeles Clippers
Oklahoma City Thunder,Los Angeles Lakers
Miami Heat,Indiana Pacers
San Antonio Spurs,Los Angeles Clippers
Philadelphia 76ers,Boston Celtics
Los Angeles Lakers,Oklahoma City Thunder
Indiana Pacers,Miami Heat
Boston Celtics,Philadelphia 76ers
Miami Heat,Indiana Pacers
Philadelphia 76ers,Boston Celtics
Oklahoma City Thunder,San Antonio Spurs
Boston Celtics,Miami Heat
Oklahoma City Thunder,San Antonio Spurs
Boston Celtics,Miami Heat
San Antonio Spurs,Oklahoma City Thunder
Miami Heat,Boston Celtics
San Antonio Spurs,Oklahoma City Thunder
Miami Heat,Boston Celtics
Oklahoma City Thunder,San Antonio Spurs
Boston Celtics,Miami Heat
San Antonio Spurs,Oklahoma City Thunder
Miami Heat,Boston Celtics
Boston Celtics,Miami Heat
Miami Heat,Oklahoma City Thunder
Miami Heat,Oklahoma City Thunder
Oklahoma City Thunder,Miami Heat
Oklahoma City Thunder,Miami Heat
Oklahoma City Thunder,Miami Heat
