Visitor/Neutral,Home/Neutral
San Antonio Spurs,Minnesota Timberwolves
Phoenix Suns,New Orleans Pelicans
Golden State Warriors,Oklahoma City Thunder
Los Angeles Clippers,Orlando Magic
Indiana Pacers,Philadelphia 76ers
Boston Celtics,Toronto Raptors
Milwaukee Bucks,Utah Jazz
New York Knicks,Washington Wizards
Los Angeles Lakers,Boston Celtics
Chicago Bulls,Denver Nuggets
New Orleans Pelicans,Atlanta Hawks
Los Angeles Lakers,Charlotte Hornets
Orlando Magic,Cleveland Cavaliers
San Antonio Spurs,Detroit Pistons
Portland Trail Blazers,Houston Rockets
Toronto Raptors,Indiana Pacers
Golden State Warriors,Memphis Grizzlies
Los Angeles Clippers,Miami Heat
New York Knicks,Minnesota Timberwolves
Phoenix Suns,Oklahoma City Thunder
Chicago Bulls,Utah Jazz
Brooklyn Nets,Washington Wizards
Denver Nuggets,Cleveland Cavaliers
Golden State Warriors,Dallas Mavericks
Detroit Pistons,Milwaukee Bucks
Charlotte Hornets,Philadelphia 76ers
Utah Jazz,Sacramento Kings
Denver Nuggets,Boston Celtics
San Antonio Spurs,Brooklyn Nets
Minnesota Timberwolves,Memphis Grizzlies
Los Angeles Lakers,Miami Heat
Los Angeles Clippers,New York Knicks
Portland Trail Blazers,Orlando Magic
Oklahoma City Thunder,Phoenix Suns
Houston Rockets,Sacramento Kings
New Orleans Pelicans,Toronto Raptors
Boston Celtics,Charlotte Hornets
San Antonio Spurs,Chicago Bulls
Minnesota Timberwolves,Cleveland Cavaliers
Atlanta Hawks,Dallas Mavericks
New Orleans Pelicans,Detroit Pistons
Brooklyn Nets,Indiana Pacers
Washington Wizards,Milwaukee Bucks
Los Angeles Clippers,Philadelphia 76ers
Houston Rockets,Golden State Warriors
Phoenix Suns,Los Angeles Lakers
Sacramento Kings,Memphis Grizzlies
Portland Trail Blazers,Miami Heat
Denver Nuggets,Toronto Raptors
Oklahoma City Thunder,Utah Jazz
Chicago Bulls,Boston Celtics
Denver Nuggets,Brooklyn Nets
San Antonio Spurs,Cleveland Cavaliers
Sacramento Kings,Dallas Mavericks
Washington Wizards,Detroit Pistons
Charlotte Hornets,Indiana Pacers
Houston Rockets,Los Angeles Clippers
Philadelphia 76ers,Milwaukee Bucks
Utah Jazz,Minnesota Timberwolves
Portland Trail Blazers,New Orleans Pelicans
Toronto Raptors,New York Knicks
Atlanta Hawks,Orlando Magic
Los Angeles Clippers,Los Angeles Lakers
Miami Heat,Oklahoma City Thunder
Milwaukee Bucks,Brooklyn Nets
Boston Celtics,Denver Nuggets
Memphis Grizzlies,Detroit Pistons
Chicago Bulls,New Orleans Pelicans
Charlotte Hornets,Orlando Magic
Phoenix Suns,Portland Trail Blazers
San Antonio Spurs,Sacramento Kings
Golden State Warriors,Utah Jazz
Toronto Raptors,Washington Wizards
Miami Heat,Atlanta Hawks
Detroit Pistons,Charlotte Hornets
New Orleans Pelicans,Cleveland Cavaliers
Orlando Magic,Dallas Mavericks
Phoenix Suns,Golden State Warriors
Oklahoma City Thunder,Houston Rockets
New York Knicks,Indiana Pacers
Boston Celtics,Los Angeles Lakers
Brooklyn Nets,Milwaukee Bucks
Philadelphia 76ers,Minnesota Timberwolves
Memphis Grizzlies,Toronto Raptors
Miami Heat,Chicago Bulls
San Antonio Spurs,Los Angeles Clippers
Sacramento Kings,Atlanta Hawks
Houston Rockets,Brooklyn Nets
Chicago Bulls,Charlotte Hornets
San Antonio Spurs,Golden State Warriors
Detroit Pistons,Indiana Pacers
Portland Trail Blazers,Los Angeles Lakers
Orlando Magic,Memphis Grizzlies
Dallas Mavericks,New Orleans Pelicans
Minnesota Timberwolves,Oklahoma City Thunder
Boston Celtics,Phoenix Suns
New York Knicks,Toronto Raptors
Denver Nuggets,Washington Wizards
Denver Nuggets,Charlotte Hornets
Indiana Pacers,Detroit Pistons
Utah Jazz,Los Angeles Clippers
Atlanta Hawks,Milwaukee Bucks
Cleveland Cavaliers,Orlando Magic
Miami Heat,Philadelphia 76ers
Houston Rockets,Washington Wizards
Memphis Grizzlies,Brooklyn Nets
Los Angeles Lakers,Dallas Mavericks
Cleveland Cavaliers,Miami Heat
Golden State Warriors,Minnesota Timberwolves
Sacramento Kings,New Orleans Pelicans
Philadelphia 76ers,New York Knicks
Chicago Bulls,Oklahoma City Thunder
San Antonio Spurs,Phoenix Suns
Boston Celtics,Portland Trail Blazers
Los Angeles Lakers,Denver Nuggets
Atlanta Hawks,Detroit Pistons
Washington Wizards,Toronto Raptors
Boston Celtics,Utah Jazz
Cleveland Cavaliers,Chicago Bulls
Milwaukee Bucks,Dallas Mavericks
Golden State Warriors,Indiana Pacers
Charlotte Hornets,Los Angeles Clippers
Sacramento Kings,Miami Heat
Brooklyn Nets,New Orleans Pelicans
Orlando Magic,Philadelphia 76ers
Minnesota Timberwolves,Phoenix Suns
Toronto Raptors,Cleveland Cavaliers
Milwaukee Bucks,Houston Rockets
Dallas Mavericks,Memphis Grizzlies
Golden State Warriors,New York Knicks
New Orleans Pelicans,Oklahoma City Thunder
Sacramento Kings,Orlando Magic
Denver Nuggets,Portland Trail Blazers
Phoenix Suns,San Antonio Spurs
Atlanta Hawks,Utah Jazz
Detroit Pistons,Washington Wizards
Philadelphia 76ers,Chicago Bulls
Los Angeles Clippers,Indiana Pacers
Minnesota Timberwolves,Los Angeles Lakers
Golden State Warriors,Boston Celtics
Dallas Mavericks,Brooklyn Nets
Los Angeles Clippers,Cleveland Cavaliers
Oklahoma City Thunder,Denver Nuggets
Memphis Grizzlies,Miami Heat
Detroit Pistons,New Orleans Pelicans
Houston Rockets,Orlando Magic
Atlanta Hawks,Phoenix Suns
Sacramento Kings,San Antonio Spurs
Indiana Pacers,Toronto Raptors
Charlotte Hornets,Utah Jazz
New York Knicks,Washington Wizards
Brooklyn Nets,Chicago Bulls
Toronto Raptors,Milwaukee Bucks
Golden State Warriors,Philadelphia 76ers
Minnesota Timberwolves,Portland Trail Blazers
Dallas Mavericks,Houston Rockets
Chicago Bulls,Indiana Pacers
Oklahoma City Thunder,Los Angeles Clippers
Atlanta Hawks,Los Angeles Lakers
Miami Heat,New York Knicks
Memphis Grizzlies,Orlando Magic
Charlotte Hornets,Sacramento Kings
Detroit Pistons,San Antonio Spurs
Philadelphia 76ers,Washington Wizards
New York Knicks,Cleveland Cavaliers
Atlanta Hawks,Denver Nuggets
Toronto Raptors,Golden State Warriors
Utah Jazz,Milwaukee Bucks
Miami Heat,Minnesota Timberwolves
Orlando Magic,New Orleans Pelicans
Charlotte Hornets,Portland Trail Blazers
Los Angeles Lakers,Oklahoma City Thunder
Boston Celtics,Philadelphia 76ers
Denver Nuggets,Sacramento Kings
Philadelphia 76ers,Atlanta Hawks
Brooklyn Nets,Charlotte Hornets
Utah Jazz,Cleveland Cavaliers
Houston Rockets,Dallas Mavericks
New York Knicks,Detroit Pistons
Sacramento Kings,Golden State Warriors
Boston Celtics,Indiana Pacers
Milwaukee Bucks,Los Angeles Clippers
Portland Trail Blazers,Memphis Grizzlies
Orlando Magic,Miami Heat
Washington Wizards,Minnesota Timberwolves
Los Angeles Lakers,New Orleans Pelicans
Toronto Raptors,Phoenix Suns
Chicago Bulls,San Antonio Spurs
Los Angeles Clippers,Denver Nuggets
Oklahoma City Thunder,New York Knicks
Atlanta Hawks,Boston Celtics
Washington Wizards,Brooklyn Nets
Oklahoma City Thunder,Charlotte Hornets
Utah Jazz,Chicago Bulls
Memphis Grizzlies,Cleveland Cavaliers
Dallas Mavericks,Detroit Pistons
Houston Rockets,Golden State Warriors
Toronto Raptors,Los Angeles Lakers
Philadelphia 76ers,Miami Heat
Indiana Pacers,Orlando Magic
Phoenix Suns,Sacramento Kings
Portland Trail Blazers,San Antonio Spurs
Brooklyn Nets,Atlanta Hawks
Minnesota Timberwolves,Denver Nuggets
Milwaukee Bucks,Golden State Warriors
New Orleans Pelicans,Memphis Grizzlies
Utah Jazz,New York Knicks
Houston Rockets,Phoenix Suns
Charlotte Hornets,Washington Wizards
Detroit Pistons,Los Angeles Clippers
Chicago Bulls,Los Angeles Lakers
Indiana Pacers,Miami Heat
Dallas Mavericks,Minnesota Timberwolves
Portland Trail Blazers,New Orleans Pelicans
Boston Celtics,Oklahoma City Thunder
Philadelphia 76ers,Orlando Magic
Milwaukee Bucks,Sacramento Kings
Cleveland Cavaliers,Toronto Raptors
New York Knicks,Golden State Warriors
Brooklyn Nets,Philadelphia 76ers
Denver Nuggets,Phoenix Suns
Oklahoma City Thunder,San Antonio Spurs
Detroit Pistons,Utah Jazz
New Orleans Pelicans,Brooklyn Nets
Boston Celtics,Charlotte Hornets
Washington Wizards,Cleveland Cavaliers
Atlanta Hawks,Miami Heat
Dallas Mavericks,Milwaukee Bucks
San Antonio Spurs,Minnesota Timberwolves
Los Angeles Lakers,Orlando Magic
Memphis Grizzlies,Portland Trail Blazers
Los Angeles Lakers,Atlanta Hawks
Toronto Raptors,Boston Celtics
New York Knicks,Denver Nuggets
Detroit Pistons,Golden State Warriors
Phoenix Suns,Houston Rockets
Minnesota Timberwolves,Indiana Pacers
Memphis Grizzlies,Los Angeles Clippers
Utah Jazz,Oklahoma City Thunder
Miami Heat,Philadelphia 76ers
Chicago Bulls,Sacramento Kings
Milwaukee Bucks,Washington Wizards
New York Knicks,Portland Trail Blazers
Dallas Mavericks,San Antonio Spurs
Phoenix Suns,Atlanta Hawks
Cleveland Cavaliers,Dallas Mavericks
Memphis Grizzlies,Denver Nuggets
Chicago Bulls,Golden State Warriors
Minnesota Timberwolves,Houston Rockets
Los Angeles Lakers,Indiana Pacers
Miami Heat,Milwaukee Bucks
Orlando Magic,Oklahoma City Thunder
Charlotte Hornets,Toronto Raptors
New Orleans Pelicans,Washington Wizards
Charlotte Hornets,Boston Celtics
Indiana Pacers,Philadelphia 76ers
Detroit Pistons,Portland Trail Blazers
Cleveland Cavaliers,San Antonio Spurs
Memphis Grizzlies,Utah Jazz
Phoenix Suns,Washington Wizards
Atlanta Hawks,Brooklyn Nets
Oklahoma City Thunder,Dallas Mavericks
Golden State Warriors,Houston Rockets
New York Knicks,Los Angeles Clippers
Sacramento Kings,Los Angeles Lakers
Orlando Magic,Milwaukee Bucks
New Orleans Pelicans,Minnesota Timberwolves
Miami Heat,Toronto Raptors
Dallas Mavericks,Atlanta Hawks
Miami Heat,Boston Celtics
Washington Wizards,Charlotte Hornets
Denver Nuggets,Chicago Bulls
Indiana Pacers,Cleveland Cavaliers
Brooklyn Nets,Detroit Pistons
Minnesota Timberwolves,Memphis Grizzlies
Golden State Warriors,New Orleans Pelicans
Portland Trail Blazers,Philadelphia 76ers
Los Angeles Lakers,Phoenix Suns
New York Knicks,Utah Jazz
Orlando Magic,Indiana Pacers
Portland Trail Blazers,Milwaukee Bucks
Denver Nuggets,Oklahoma City Thunder
Los Angeles Clippers,Sacramento Kings
Milwaukee Bucks,Atlanta Hawks
Toronto Raptors,Charlotte Hornets
Miami Heat,Cleveland Cavaliers
Brooklyn Nets,Dallas Mavericks
Utah Jazz,Houston Rockets
Philadelphia 76ers,Los Angeles Clippers
Oklahoma City Thunder,Memphis Grizzlies
Boston Celtics,New Orleans Pelicans
Orlando Magic,New York Knicks
Washington Wizards,Phoenix Suns
Golden State Warriors,San Antonio Spurs
Portland Trail Blazers,Chicago Bulls
Philadelphia 76ers,Denver Nuggets
Minnesota Timberwolves,Sacramento Kings
Portland Trail Blazers,Atlanta Hawks
Boston Celtics,Dallas Mavericks
Cleveland Cavaliers,Houston Rockets
Milwaukee Bucks,Indiana Pacers
Washington Wizards,Los Angeles Lakers
Detroit Pistons,Miami Heat
Memphis Grizzlies,New Orleans Pelicans
Oklahoma City Thunder,Orlando Magic
Minnesota Timberwolves,Phoenix Suns
Utah Jazz,San Antonio Spurs
New York Knicks,Toronto Raptors
Detroit Pistons,Charlotte Hornets
Indiana Pacers,Chicago Bulls
Sacramento Kings,Denver Nuggets
Washington Wizards,Golden State Warriors
Brooklyn Nets,Los Angeles Clippers
Boston Celtics,Memphis Grizzlies
Toronto Raptors,New York Knicks
Utah Jazz,Dallas Mavericks
San Antonio Spurs,Houston Rockets
Charlotte Hornets,Miami Heat
Atlanta Hawks,Milwaukee Bucks
Chicago Bulls,Minnesota Timberwolves
Portland Trail Blazers,Oklahoma City Thunder
Brooklyn Nets,Phoenix Suns
Philadelphia 76ers,Sacramento Kings
Los Angeles Lakers,Golden State Warriors
Atlanta Hawks,Indiana Pacers
Denver Nuggets,New Orleans Pelicans
Miami Heat,Orlando Magic
Philadelphia 76ers,Utah Jazz
Memphis Grizzlies,Washington Wizards
New York Knicks,Boston Celtics
Los Angeles Clippers,Dallas Mavericks
Minnesota Timberwolves,Detroit Pistons
Orlando Magic,Charlotte Hornets
Miami Heat,Chicago Bulls
Boston Celtics,Cleveland Cavaliers
Sacramento Kings,Golden State Warriors
Indiana Pacers,Houston Rockets
Los Angeles Lakers,Minnesota Timberwolves
Los Angeles Clippers,New Orleans Pelicans
Memphis Grizzlies,New York Knicks
Washington Wizards,Oklahoma City Thunder
Milwaukee Bucks,Philadelphia 76ers
Brooklyn Nets,Portland Trail Blazers
Denver Nuggets,San Antonio Spurs
Atlanta Hawks,Toronto Raptors
Phoenix Suns,Utah Jazz
Indiana Pacers,Dallas Mavericks
Los Angeles Lakers,Milwaukee Bucks
Sacramento Kings,Phoenix Suns
Atlanta Hawks,Boston Celtics
Philadelphia 76ers,Cleveland Cavaliers
Brooklyn Nets,Denver Nuggets
Toronto Raptors,Detroit Pistons
Houston Rockets,Memphis Grizzlies
Oklahoma City Thunder,Minnesota Timberwolves
Miami Heat,New Orleans Pelicans
Charlotte Hornets,New York Knicks
Washington Wizards,Orlando Magic
Utah Jazz,Portland Trail Blazers
Los Angeles Clippers,San Antonio Spurs
Orlando Magic,Atlanta Hawks
Chicago Bulls,Dallas Mavericks
Portland Trail Blazers,Golden State Warriors
Los Angeles Clippers,Houston Rockets
Oklahoma City Thunder,Milwaukee Bucks
Memphis Grizzlies,Minnesota Timberwolves
Charlotte Hornets,Philadelphia 76ers
Indiana Pacers,Phoenix Suns
Los Angeles Lakers,Sacramento Kings
Brooklyn Nets,Utah Jazz
Detroit Pistons,Chicago Bulls
Cleveland Cavaliers,New Orleans Pelicans
Boston Celtics,New York Knicks
Miami Heat,San Antonio Spurs
Toronto Raptors,Washington Wizards
Cleveland Cavaliers,Atlanta Hawks
Orlando Magic,Houston Rockets
Indiana Pacers,Los Angeles Clippers
San Antonio Spurs,Memphis Grizzlies
Charlotte Hornets,Milwaukee Bucks
Boston Celtics,Minnesota Timberwolves
Detroit Pistons,Toronto Raptors
Portland Trail Blazers,Utah Jazz
Dallas Mavericks,Los Angeles Lakers
New York Knicks,Miami Heat
Chicago Bulls,Washington Wizards
New York Knicks,Atlanta Hawks
Detroit Pistons,Boston Celtics
Philadelphia 76ers,Charlotte Hornets
Brooklyn Nets,Cleveland Cavaliers
New Orleans Pelicans,Golden State Warriors
Phoenix Suns,Los Angeles Clippers
Minnesota Timberwolves,Milwaukee Bucks
Memphis Grizzlies,Portland Trail Blazers
Houston Rockets,Sacramento Kings
Orlando Magic,San Antonio Spurs
Washington Wizards,Toronto Raptors
Denver Nuggets,Utah Jazz
Chicago Bulls,Brooklyn Nets
Dallas Mavericks,Denver Nuggets
San Antonio Spurs,Oklahoma City Thunder
Philadelphia 76ers,Atlanta Hawks
Cleveland Cavaliers,Boston Celtics
Miami Heat,Charlotte Hornets
Orlando Magic,Chicago Bulls
Oklahoma City Thunder,Indiana Pacers
Memphis Grizzlies,Los Angeles Lakers
Toronto Raptors,Minnesota Timberwolves
Milwaukee Bucks,New York Knicks
Golden State Warriors,Phoenix Suns
Houston Rockets,Portland Trail Blazers
Dallas Mavericks,Sacramento Kings
New Orleans Pelicans,Utah Jazz
Charlotte Hornets,Brooklyn Nets
Houston Rockets,Denver Nuggets
Philadelphia 76ers,Miami Heat
Toronto Raptors,Milwaukee Bucks
Detroit Pistons,Minnesota Timberwolves
Atlanta Hawks,San Antonio Spurs
Indiana Pacers,Washington Wizards
Washington Wizards,Boston Celtics
Orlando Magic,Cleveland Cavaliers
Chicago Bulls,Detroit Pistons
Utah Jazz,Golden State Warriors
Los Angeles Lakers,Los Angeles Clippers
New York Knicks,Oklahoma City Thunder
New Orleans Pelicans,Phoenix Suns
Dallas Mavericks,Portland Trail Blazers
Memphis Grizzlies,Sacramento Kings
Philadelphia 76ers,Brooklyn Nets
Toronto Raptors,Chicago Bulls
Minnesota Timberwolves,Golden State Warriors
Phoenix Suns,Houston Rockets
Cleveland Cavaliers,Indiana Pacers
New Orleans Pelicans,Los Angeles Lakers
Charlotte Hornets,Memphis Grizzlies
Milwaukee Bucks,Miami Heat
Washington Wizards,New York Knicks
Oklahoma City Thunder,Utah Jazz
Brooklyn Nets,Boston Celtics
Detroit Pistons,Cleveland Cavaliers
Phoenix Suns,Dallas Mavericks
San Antonio Spurs,Denver Nuggets
Minnesota Timberwolves,Los Angeles Clippers
Milwaukee Bucks,Orlando Magic
Atlanta Hawks,Philadelphia 76ers
Los Angeles Lakers,Portland Trail Blazers
New Orleans Pelicans,Sacramento Kings
Miami Heat,Washington Wizards
New York Knicks,Chicago Bulls
Oklahoma City Thunder,Golden State Warriors
Milwaukee Bucks,Atlanta Hawks
New York Knicks,Cleveland Cavaliers
Denver Nuggets,Dallas Mavericks
Charlotte Hornets,Detroit Pistons
Memphis Grizzlies,Houston Rockets
Brooklyn Nets,Indiana Pacers
Golden State Warriors,Los Angeles Lakers
Boston Celtics,Miami Heat
Los Angeles Clippers,New Orleans Pelicans
Oklahoma City Thunder,Portland Trail Blazers
Sacramento Kings,San Antonio Spurs
Chicago Bulls,Toronto Raptors
Minnesota Timberwolves,Utah Jazz
Philadelphia 76ers,Washington Wizards
Milwaukee Bucks,Charlotte Hornets
Los Angeles Clippers,Memphis Grizzlies
Phoenix Suns,Minnesota Timberwolves
Boston Celtics,Orlando Magic
Portland Trail Blazers,Denver Nuggets
Sacramento Kings,Houston Rockets
San Antonio Spurs,Los Angeles Lakers
Chicago Bulls,Miami Heat
Dallas Mavericks,New Orleans Pelicans
Indiana Pacers,New York Knicks
Cleveland Cavaliers,Philadelphia 76ers
Brooklyn Nets,Toronto Raptors
Washington Wizards,Brooklyn Nets
New York Knicks,Charlotte Hornets
Miami Heat,Cleveland Cavaliers
Memphis Grizzlies,Dallas Mavericks
Philadelphia 76ers,Detroit Pistons
San Antonio Spurs,Golden State Warriors
Denver Nuggets,Milwaukee Bucks
Utah Jazz,Minnesota Timberwolves
Sacramento Kings,Oklahoma City Thunder
Chicago Bulls,Orlando Magic
Houston Rockets,Phoenix Suns
Toronto Raptors,Atlanta Hawks
Portland Trail Blazers,Los Angeles Clippers
Detroit Pistons,Brooklyn Nets
Cleveland Cavaliers,Charlotte Hornets
Washington Wizards,Chicago Bulls
New Orleans Pelicans,Dallas Mavericks
Phoenix Suns,Denver Nuggets
Philadelphia 76ers,Indiana Pacers
Houston Rockets,Los Angeles Lakers
Utah Jazz,Memphis Grizzlies
Orlando Magic,Miami Heat
Atlanta Hawks,New York Knicks
Milwaukee Bucks,Oklahoma City Thunder
Golden State Warriors,Portland Trail Blazers
Los Angeles Clippers,Sacramento Kings
Minnesota Timberwolves,San Antonio Spurs
Boston Celtics,Toronto Raptors
Chicago Bulls,Brooklyn Nets
Golden State Warriors,Denver Nuggets
Memphis Grizzlies,Los Angeles Clippers
Boston Celtics,New York Knicks
Atlanta Hawks,Indiana Pacers
Milwaukee Bucks,Miami Heat
Houston Rockets,Oklahoma City Thunder
Los Angeles Lakers,San Antonio Spurs
Chicago Bulls,Brooklyn Nets
Memphis Grizzlies,Los Angeles Clippers
Golden State Warriors,Denver Nuggets
Milwaukee Bucks,Miami Heat
Boston Celtics,New York Knicks
Atlanta Hawks,Indiana Pacers
Houston Rockets,Oklahoma City Thunder
Los Angeles Lakers,San Antonio Spurs
Brooklyn Nets,Chicago Bulls
Los Angeles Clippers,Memphis Grizzlies
Miami Heat,Milwaukee Bucks
New York Knicks,Boston Celtics
Denver Nuggets,Golden State Warriors
San Antonio Spurs,Los Angeles Lakers
Indiana Pacers,Atlanta Hawks
Brooklyn Nets,Chicago Bulls
Oklahoma City Thunder,Houston Rockets
Los Angeles Clippers,Memphis Grizzlies
New York Knicks,Boston Celtics
Denver Nuggets,Golden State Warriors
San Antonio Spurs,Los Angeles Lakers
Miami Heat,Milwaukee Bucks
Indiana Pacers,Atlanta Hawks
Chicago Bulls,Brooklyn Nets
Oklahoma City Thunder,Houston Rockets
Golden State Warriors,Denver Nuggets
Memphis Grizzlies,Los Angeles Clippers
Atlanta Hawks,Indiana Pacers
Boston Celtics,New York Knicks
Houston Rockets,Oklahoma City Thunder
Brooklyn Nets,Chicago Bulls
Denver Nuggets,Golden State Warriors
Indiana Pacers,Atlanta Hawks
New York Knicks,Boston Celtics
Oklahoma City Thunder,Houston Rockets
Los Angeles Clippers,Memphis Grizzlies
Chicago Bulls,Brooklyn Nets
Indiana Pacers,New York Knicks
Memphis Grizzlies,Oklahoma City Thunder
Chicago Bulls,Miami Heat
Golden State Warriors,San Antonio Spurs
Indiana Pacers,New York Knicks
Memphis Grizzlies,Oklahoma City Thunder
Chicago Bulls,Miami Heat
Golden State Warriors,San Antonio Spurs
Miami Heat,Chicago Bulls
San Antonio Spurs,Golden State Warriors
New York Knicks,Indiana Pacers
Oklahoma City Thunder,Memphis Grizzlies
San Antonio Spurs,Golden State Warriors
Miami Heat,Chicago Bulls
Oklahoma City Thunder,Memphis Grizzlies
New York Knicks,Indiana Pacers
Golden State Warriors,San Antonio Spurs
Chicago Bulls,Miami Heat
Memphis Grizzlies,Oklahoma City Thunder
San Antonio Spurs,Golden State Warriors
Indiana Pacers,New York Knicks
New York Knicks,Indiana Pacers
Memphis Grizzlies,San Antonio Spurs
Memphis Grizzlies,San Antonio Spurs
Indiana Pacers,Miami Heat
Indiana Pacers,Miami Heat
San Antonio Spurs,Memphis Grizzlies
Miami Heat,Indiana Pacers
San Antonio Spurs,Memphis Grizzlies
Miami Heat,Indiana Pacers
Indiana Pacers,Miami Heat
Miami Heat,Indiana Pacers
Indiana Pacers,Miami Heat
San Antonio Spurs,Miami Heat
San Antonio Spurs,Miami Heat
Miami Heat,San Antonio Spurs
Miami Heat,San Antonio Spurs
Miami Heat,San Antonio Spurs
San Antonio Spurs,Miami Heat
San Antonio Spurs,Miami Heat
